movie_id,title,genre,release_date,rating,studio,runtime_minutes,budget,domestic_gross,international_gross,total_gross,imdb_rating,tickets_sold,tickets_available
1411,Notes on a Scandal,Drama,2006-12-25,R,Fox Searchlight,92,27500000,17510118,33068293,50578411,7.4,1843170,0
1412,The Jungle Book,Adventure,1994-12-25,PG,Walt Disney,106,27000000,44342956,0,44342956,7.8,4667680,0
1413,Spy Kids: All the Time in the World,Adventure,2011-08-19,PG,Weinstein/Dimension,97,27000000,38536376,42144807,80681183,,4056461,0
1414,The Right Stuff,Action,1983-10-21,NR,Warner Bros,193,27000000,21500000,0,21500000,7.9,2263158,0
1415,Die Unendliche Geschichte,Adventure,1984-07-20,NR,Warner Bros,97,27000000,21300000,0,21300000,,2242105,0
1416,The Duchess,Drama,2008-09-19,PG-13,Paramount Vantage,110,27000000,13848978,31311132,45160110,6.9,1457787,0
1417,Case 39,Horror,2010-10-01,R,Paramount Vantage,109,27000000,13261851,15511976,28773827,6.2,1395984,0
1418,The Honeymooners,Comedy,2005-06-10,PG-13,Paramount,70,27000000,12834849,339577,13174426,8.7,1351037,0
1419,Return to Oz,Adventure,1985-06-21,PG,Walt Disney,109,27000000,10618813,0,10618813,6.7,1117770,0
1420,The Newton Boys,Drama,1998-03-27,PG-13,20th Century Fox,123,27000000,10341093,0,10341093,6.0,1088536,0
1421,Martian Child,Drama,2007-11-02,PG,New Line,106,27000000,7500310,1851779,9352089,6.8,789506,0
1422,Formula 51,Action,2002-10-18,R,Screen Media Films,93,27000000,5204007,0,5204007,6.3,547790,0
1423,Flawless,Drama,1999-11-24,R,MGM,112,27000000,4485485,0,4485485,6.4,472156,0
1424,What Just Happened,Comedy,2008-10-17,R,Magnolia Pictures,104,27000000,1090947,1321176,2412123,5.7,114837,0
1425,Paul Blart: Mall Cop,Adventure,2009-01-16,PG,Sony Pictures,91,26000000,146336178,39568572,185904750,5.2,15403808,0
1426,The 40 Year-old Virgin,Comedy,2005-08-19,R,Universal Pictures,133,26000000,109449237,67894993,177344230,7.1,11520972,0
1427,Kindergarten Cop,Comedy,1990-12-21,PG-13,Universal Pictures,111,26000000,91457688,110542312,202000000,6.0,9627125,0
1428,Pineapple Express,Comedy,2008-08-06,R,Sony Pictures,117,26000000,87341380,15062639,102404019,7.0,9193829,0
1429,Philadelphia,Drama,1993-12-22,PG-13,Sony/TriStar,125,26000000,77324422,124000000,201324422,7.7,8139413,0
1430,Ever After: A Cinderella Story,Drama,1998-07-31,PG,20th Century Fox,121,26000000,65705772,0,65705772,7.0,6916397,0
1431,A Bridge Too Far,Action,1977-06-15,PG,United Artists,175,26000000,50800000,0,50800000,7.4,5347368,0
1432,Pain & Gain,Action,2013-04-26,R,Paramount,129,26000000,49875291,31400000,81275291,6.5,5250031,0
1433,Final Destination 2,Horror,2003-01-31,R,New Line,90,26000000,46896664,43500000,90396664,6.2,4936491,0
1434,"O Brother, Where Art Thou?",Comedy,2000-12-22,PG-13,Walt Disney,107,26000000,45506619,30257195,75763814,7.8,4790170,0
1435,In Good Company,Comedy,2004-12-29,PG-13,Universal Pictures,109,26000000,45489752,18000000,63489752,6.5,4788395,0
1436,Lawless,Drama,2012-08-29,R,Weinstein Co.,114,26000000,37397291,16996346,54393637,,3936557,0
1437,Clockstoppers,Adventure,2002-03-29,PG,Paramount,94,26000000,36985501,1803327,38788828,5.2,3893211,0
1438,Brothers,Drama,2009-12-04,R,Lionsgate,105,26000000,28544157,16499713,45043870,7.1,3004648,0
1439,The Best of Me,Drama,2014-10-17,PG-13,Relativity,118,26000000,26766213,14293205,41059418,6.7,2817496,0
1440,Welcome to Mooseport,Comedy,2004-02-20,PG-13,20th Century Fox,110,26000000,14469428,0,14469428,5.2,1523098,0
1441,Highlander: The Final Dimension,Action,1995-01-27,PG-13,Miramax,99,26000000,13738574,0,13738574,4.3,1446166,0
1442,The Curse of the Jade Scorpion,Comedy,2001-08-24,PG-13,DreamWorks,103,26000000,7496522,11000000,18496522,6.8,789108,0
1443,The Fifth Estate,Drama,2013-10-18,R,Walt Disney,128,26000000,3254172,2900000,6154172,6.2,342544,0
1444,Blood Ties,Drama,2014-03-21,R,Roadside Attractions,144,26000000,42472,2881487,2923959,6.5,4471,0
1445,The Grimm Brothers' Snow White,Horror,1997-08-24,PG-13,Gramercy,98,26000000,5000,0,5000,,526,0
1446,Accidental Love,Comedy,2015-03-17,PG-13,Alchemy,100,26000000,0,135436,135436,4.0,0,0
1447,Flipper,Adventure,1996-05-17,PG,Universal Pictures,95,25530000,20080020,10513293,30593313,5.2,2113686,0
1448,The Constant Gardener,Drama,2005-08-31,R,Focus Features,129,25500000,33579798,52721801,86301599,7.5,3534716,0
1449,W.,Drama,2008-10-17,PG-13,Lionsgate,129,25100000,25534493,3041285,28575778,6.4,2687841,0
1450,The Passion of the Christ,Drama,2004-02-25,R,Newmarket Films,120,25000000,370782930,251558994,622341924,7.1,39029782,0
1451,Mrs. Doubtfire,Comedy,1993-11-24,PG-13,20th Century Fox,125,25000000,219195051,222090952,441286003,6.9,23073163,0
1452,Rain Man,Comedy,1988-12-16,R,MGM,133,25000000,172825435,239974565,412800000,8.0,18192151,0
1453,The Help,Drama,2011-08-10,PG-13,Walt Disney,146,25000000,169705587,43414417,213120004,8.1,17863746,0
1454,Hidden Figures,Drama,2016-12-25,PG,20th Century Fox,114,25000000,169607287,62164429,231771716,,17853399,0
1455,Gran Torino,Drama,2008-12-12,R,Warner Bros,116,25000000,148095302,126447783,274543085,8.2,15588979,0
1456,Ride Along,Comedy,2014-01-17,PG-13,Universal Pictures,99,25000000,134202565,19531235,153733800,6.2,14126586,0
1457,Schindler’s List,Drama,1993-12-15,R,Universal Pictures,185,25000000,96067179,225298388,321365567,8.9,10112335,0
1458,Scooby-Doo 2: Monsters Unleashed,Adventure,2004-03-26,PG,Warner Bros,93,25000000,84185387,97000000,181185387,4.9,8861620,0
1459,Freddy vs. Jason,Horror,2003-08-15,R,New Line,97,25000000,82622655,31953748,114576403,5.8,8697122,0
1460,Bridge to Terabithia,Drama,2007-02-16,PG,Walt Disney,96,25000000,82234139,55750649,137984788,7.2,8656225,0
1461,Jimmy Neutron: Boy Genius,Adventure,2001-12-21,G,Paramount,82,25000000,80936232,22056304,102992536,6.0,8519603,0
1462,Cloverfield,Action,2008-01-18,PG-13,Paramount,85,25000000,80048433,91253793,171302226,7.0,8426151,0
1463,Dear John,Drama,2010-02-05,PG-13,Sony Pictures,108,25000000,80014842,62018667,142033509,6.3,8422615,0
1464,Parental Guidance,Adventure,2012-12-25,PG,20th Century Fox,105,25000000,77267296,43565087,120832383,6.1,8133400,0
1465,The Untouchables,Action,1987-06-03,R,Paramount,119,25000000,76270454,0,76270454,7.9,8028469,0
1466,No Country for Old Men,Action,2007-11-09,R,Miramax,122,25000000,74273505,89762248,164035753,8.1,7818264,0
1467,Contraband,Action,2012-01-13,R,Universal Pictures,109,25000000,66528000,31878855,98406855,6.5,7002947,0
1468,A Dog’s Purpose,Drama,2017-01-27,PG,Universal Pictures,114,25000000,64321890,139409817,203731707,,6770725,0
1469,The Lucky One,Drama,2012-04-20,PG-13,Warner Bros,101,25000000,60457138,36176695,96633833,6.5,6363909,0
1470,Romeo Must Die,Action,2000-03-22,R,Warner Bros,115,25000000,55973336,35063424,91036760,6.1,5891930,0
1471,Final Destination 3,Horror,2006-02-10,R,New Line,86,25000000,54098051,58700000,112798051,5.8,5694532,0
1472,Madea's Big Happy Family,Drama,2011-04-22,PG-13,Lionsgate,114,25000000,53345287,815531,54160818,,5615293,0
1473,Tyler Perry's A Madea Christmas,Comedy,2013-12-13,PG-13,Lionsgate,98,25000000,52543354,0,52543354,,5530879,0
1474,Finding Neverland,Drama,2004-11-12,PG,Miramax,101,25000000,51676606,63359502,115036108,7.8,5439643,0
1475,Cobra,Action,1986-05-23,R,Cannon,109,25000000,49042224,0,49042224,,5162339,0
1476,The House Bunny,Comedy,2008-08-22,PG-13,Sony Pictures,97,25000000,48237389,23153212,71390601,5.5,5077620,0
1477,Agent Cody Banks,Adventure,2003-03-14,PG,MGM,102,25000000,47545060,10695398,58240458,5.0,5004743,0
1478,Nanny McPhee,Adventure,2006-01-27,PG,Universal Pictures,97,25000000,47279279,81466299,128745578,6.6,4976766,0
1479,Goodfellas,Drama,1990-09-19,R,Warner Bros,146,25000000,46743809,33538,46777347,8.7,4920401,0
1480,The Giver,Drama,2014-08-15,PG-13,Weinstein Co.,97,25000000,45090374,10000000,55090374,6.5,4746355,0
1481,Nothing To Lose,Comedy,1997-07-18,R,Walt Disney,98,25000000,44480039,20114022,64594061,6.7,4682109,0
1482,The Last Emperor,Drama,1987-11-20,PG-13,Sony Pictures,219,25000000,43984987,20086,44005073,7.8,4629999,0
1483,The Night Before,Comedy,2015-11-20,R,Sony Pictures,98,25000000,43035725,9391621,52427346,,4530076,0
1484,The Beverly Hillbillies,Comedy,1993-10-15,PG,20th Century Fox,98,25000000,42222647,13375834,55598481,,4444489,0
1485,The Hours,Drama,2002-12-27,PG-13,Paramount,114,25000000,41675994,55354474,97030468,7.6,4386947,0
1486,Money Talks,Action,1997-08-22,R,New Line,97,25000000,41076865,0,41076865,6.1,4323881,0
1487,There Will Be Blood,Drama,2007-12-26,R,Paramount Vantage,158,25000000,40222514,36986197,77208711,8.1,4233949,0
1488,The Wild Thornberrys Movie,Adventure,2002-12-20,PG,Paramount,85,25000000,40108697,20586040,60694737,5.2,4221968,0
1489,Rugrats Go Wild,Adventure,2003-06-13,PG,Paramount,80,25000000,39402572,16040460,55443032,5.6,4147639,0
1490,Undercover Brother,Comedy,2002-05-31,PG-13,Universal Pictures,86,25000000,38230435,2565710,40796145,5.8,4024256,0
1491,Kiss of the Dragon,Action,2001-07-06,R,20th Century Fox,98,25000000,36833473,0,36833473,6.6,3877208,0
1492,Million Dollar Arm,Drama,2014-05-16,PG,Walt Disney,124,25000000,36447959,2769953,39217912,7.0,3836627,0
1493,Beauty Shop,Comedy,2004-01-01,PG-13,MGM,105,25000000,36351350,2000000,38351350,5.5,3826458,0
1494,What a Girl Wants,Comedy,2003-04-04,PG,Warner Bros,105,25000000,35990505,0,35990505,5.8,3788474,0
1495,Jeepers Creepers II,Horror,2003-08-29,R,MGM,104,25000000,35623801,84300000,119923801,5.6,3749874,0
1496,Cradle 2 the Grave,Action,2003-02-28,R,Warner Bros,101,25000000,34657731,21777211,56434942,5.8,3648182,0
1497,Mr. Bean’s Holiday,Adventure,2007-08-24,G,Universal Pictures,90,25000000,33302167,201679175,234981342,6.3,3505491,0
1498,Bride of Chucky,Horror,1998-10-16,R,Universal Pictures,89,25000000,32404188,18288000,50692188,5.3,3410967,0
1499,Fist Fight,Comedy,2017-02-17,R,Warner Bros,98,25000000,32187017,8100000,40287017,,3388107,0
1500,August Rush,Drama,2007-11-21,PG,Warner Bros,114,25000000,31664162,34351707,66015869,7.5,3333070,0
1501,The Sitter,Comedy,2011-12-09,R,20th Century Fox,87,25000000,30542576,8206828,38749404,5.7,3215008,0
1502,Elizabeth,Drama,1998-11-06,R,Gramercy,124,25000000,30082699,52067943,82150642,7.5,3166600,0
1503,Spice World,Comedy,1998-01-23,PG,Sony Pictures,93,25000000,29342592,26700000,56042592,3.3,3088694,0
1504,Draft Day,Drama,2014-04-11,PG-13,Lionsgate,110,25000000,28842237,1005243,29847480,6.8,3036025,0
1505,The Shawshank Redemption,Drama,1994-09-23,R,Sony Pictures,142,25000000,28241469,65623,28307092,9.3,2972786,0
1506,Rings,Horror,2017-02-03,PG-13,Paramount,98,25000000,27793018,55140183,82933201,,2925581,0
1507,Dance Flick,Comedy,2009-05-22,PG-13,Paramount,88,25000000,25794018,6430606,32224624,3.5,2715160,0
1508,Crocodile Dundee in Los Angeles,Adventure,2001-04-20,PG,Paramount,92,25000000,25590119,13802992,39393111,4.8,2693697,0
1509,Kingpin,Comedy,1996-07-26,R,MGM,117,25000000,25023424,7200000,32223424,6.9,2634045,0
1510,Ice Princess,Comedy,2005-03-18,G,Walt Disney,98,25000000,24381334,1351000,25732334,6.0,2566456,0
1511,Don't Be Afraid of the Dark,Horror,2011-08-26,R,FilmDistrict,99,25000000,24046682,15079745,39126427,5.6,2531230,0
1512,The Losers,Action,2010-04-23,PG-13,Warner Bros,97,25000000,23591432,6272408,29863840,6.4,2483309,0
1513,War,Action,2007-08-24,R,Lionsgate,103,25000000,22486409,18200000,40686409,6.3,2366990,0
1514,Don Juan DeMarco,Drama,1995-04-07,PG-13,New Line,97,25000000,22032635,0,22032635,6.8,2319225,0
1515,A Lot Like Love,Comedy,2005-04-22,PG-13,Walt Disney,107,25000000,21835784,20085806,41921590,6.6,2298504,0
1516,He Got Game,Drama,1998-05-01,R,Walt Disney,136,25000000,21567853,844095,22411948,6.9,2270300,0
1517,The Eagle,Action,2011-02-11,PG-13,Focus Features,109,25000000,19490041,19503507,38993548,,2051583,0
1518,Shaun the Sheep,Adventure,2015-08-05,PG,Lionsgate,70,25000000,19375982,82551080,101927062,8.3,2039577,0
1519,Shark Night 3D,Horror,2011-09-02,PG-13,Relativity,90,25000000,18877153,0,18877153,4.0,1987069,0
1520,CHiPS,Action,2017-03-24,R,Warner Bros,109,25000000,18600152,4590545,23190697,,1957911,0
1521,Punch-Drunk Love,Comedy,2002-10-11,R,Sony Pictures,95,25000000,17791031,6800000,24591031,7.3,1872740,0
1522,Eurotrip,Comedy,2004-02-20,R,DreamWorks,93,25000000,17718223,3000000,20718223,6.6,1865076,0
1523,Father Figures,Comedy,2017-12-22,R,Warner Bros,98,25000000,17501244,3537582,21038826,,1842236,0
1524,The Ruins,Horror,2008-04-04,R,Paramount,93,25000000,17432844,5477719,22910563,5.9,1835036,0
1525,Unaccompanied Minors,Adventure,2006-12-08,PG,Warner Bros,90,25000000,16655224,5315607,21970831,5.1,1753181,0
1526,"Bright Lights, Big City",Drama,1988-04-01,R,United Artists,107,25000000,16118077,0,16118077,5.6,1696640,0
1527,Half Past Dead,Action,2002-11-15,PG-13,Sony Pictures,98,25000000,15567860,3665420,19233280,4.6,1638722,0
1528,Legend,Adventure,1986-04-18,PG,Universal Pictures,132,25000000,15502112,8004125,23506237,7.0,1631801,0
1529,The Adventures of Pinocchio,Adventure,1996-07-26,G,New Line,90,25000000,15382170,21300000,36682170,5.3,1619176,0
1530,The Greatest Game Ever Played,Drama,2005-09-30,PG,Walt Disney,120,25000000,15331289,136977,15468266,7.5,1613820,0
1531,The Next Best Thing,Drama,2000-03-03,PG-13,Paramount,99,25000000,14983572,9372190,24355762,4.7,1577218,0
1532,My Soul to Take,Horror,2010-10-08,R,Universal Pictures,107,25000000,14744435,1983035,16727470,4.8,1552046,0
1533,Fly Me To the Moon,Adventure,2008-08-15,G,Summit Entertainment,97,25000000,14543943,28986338,43530281,,1530941,0
1534,Maximum Risk,Action,1996-09-13,R,Sony Pictures,101,25000000,14102929,37600000,51702929,5.4,1484519,0
1535,Stealing Harvard,Comedy,2002-09-13,PG-13,Sony Pictures,85,25000000,13973532,0,13973532,5.1,1470898,0
1536,Hot Rod,Comedy,2007-08-03,PG-13,Paramount,88,25000000,13938332,396069,14334401,6.7,1467193,0
1537,Warrior,Drama,2011-09-09,PG-13,Lionsgate,140,25000000,13657115,10558270,24215385,8.2,1437591,0
1538,Angela's Ashes,Drama,1999-12-24,R,Paramount,145,25000000,13038660,0,13038660,7.3,1372491,0
1539,Battle of the Sexes,Drama,2017-09-22,PG-13,Fox Searchlight,114,25000000,12638526,5806568,18445094,,1330371,0
1540,Cirque du Soleil: Worlds Away,Drama,2012-12-21,PG,Paramount,91,25000000,12512862,15500000,28012862,6.8,1317143,0
1541,The 33,Drama,2015-11-13,PG-13,Warner Bros,127,25000000,12227722,16172993,28400715,6.9,1287129,0
1542,Lifeforce,Horror,1985-06-21,R,Sony/TriStar,101,25000000,11603545,0,11603545,6.1,1221426,0
1543,The Conspirator,Drama,2011-04-15,PG-13,Roadside Attractions,122,25000000,11538204,4369207,15907411,7.0,1214548,0
1544,The Powerpuff Girls,Adventure,2002-07-03,PG,Warner Bros,70,25000000,11411644,5014057,16425701,7.2,1201226,0
1545,The Lords of Dogtown,Action,2005-06-03,PG-13,Sony/TriStar,107,25000000,11273517,2150848,13424365,7.1,1186686,0
1546,Big Trouble in Little China,Action,1986-07-01,NR,20th Century Fox,99,25000000,11100000,0,11100000,7.3,1168421,0
1547,Michael Collins,Drama,1996-10-11,R,Warner Bros,133,25000000,11092559,16480285,27572844,7.1,1167638,0
1548,Stop-Loss,Drama,2008-03-28,R,Paramount,112,25000000,10915744,313291,11229035,6.5,1149026,0
1549,Gettysburg,Drama,1993-10-08,PG,New Line,240,25000000,10731997,0,10731997,7.7,1129684,0
1550,Brokedown Palace,Drama,1999-08-13,PG-13,20th Century Fox,100,25000000,10115014,1000752,11115766,6.4,1064738,0
1551,Possession,Drama,2002-08-16,PG-13,Focus Features,92,25000000,10103647,4702165,14805812,5.9,1063542,0
1552,Stone Cold,Action,1991-05-17,R,Sony Pictures,88,25000000,9286314,0,9286314,5.9,977507,0
1553,The Road,Drama,2009-11-25,R,Weinstein Co.,111,25000000,8114270,21092462,29206732,7.3,854134,0
1554,The Hoax,Drama,2007-04-06,R,Walt Disney,116,25000000,7164995,0,7164995,6.7,754210,0
1555,Sheena,Adventure,1984-08-17,NR,Sony Pictures,117,25000000,5778353,0,5778353,4.8,608248,0
1556,Say It Isn't So,Comedy,2001-03-23,R,20th Century Fox,95,25000000,5516708,0,5516708,4.9,580706,0
1557,The World's Fastest Indian,Drama,2005-12-07,PG-13,Magnolia Pictures,127,25000000,5128124,13863164,18991288,7.9,539803,0
1558,Tank Girl,Action,1995-03-01,R,MGM,104,25000000,4064333,0,4064333,5.2,427825,0
1559,King's Ransom,Comedy,2005-04-22,PG-13,New Line,95,25000000,4008527,41000,4049527,4.1,421950,0
1560,Carnage,Drama,2011-12-16,R,Sony Pictures Classics,80,25000000,2546747,35565407,38112154,7.2,268079,0
1561,Tulip Fever,Drama,2017-09-01,R,Weinstein Co.,114,25000000,2455635,4043141,6498776,,258488,0
1562,BloodRayne,Action,2006-01-06,R,Romar,92,25000000,2405420,1200000,3605420,2.9,253202,0
1563,Me and Orson Welles,Drama,2009-11-25,PG-13,Freestyle Releasing,107,25000000,1190003,0,1190003,6.8,125263,0
1564,Without Limits,Drama,1998-09-11,PG-13,Warner Bros,117,25000000,780326,0,780326,7.2,82140,0
1565,On the Road,Drama,2013-03-22,R,IFC Films,137,25000000,720828,8592474,9313302,6.1,75877,0
1566,Love Ranch,Drama,2010-06-30,R,Independent,117,25000000,137885,8264,146149,5.7,14514,0
1567,Ironclad,Action,2011-07-08,R,ARC Entertainment,121,25000000,0,5297411,5297411,6.2,0,0
1568,Star Trek IV: The Voyage Home,Adventure,1986-11-26,PG,Paramount,119,24000000,109713132,23286868,133000000,7.3,11548751,0
1569,Scream 2,Horror,1997-12-12,R,Miramax,120,24000000,101363301,71000000,172363301,6.1,10669821,0
1570,Old School,Comedy,2003-02-21,R,DreamWorks,88,24000000,75155000,11610463,86765463,7.2,7911053,0
1571,Rocky Balboa,Drama,2006-12-20,PG,MGM,139,24000000,70269899,85959151,156229050,7.2,7396831,0
1572,Fences,Drama,2016-12-16,PG-13,Paramount,114,24000000,57682904,6599977,64282881,,6071885,0
1573,The Whole Nine Yards,Comedy,2000-02-18,R,Warner Bros,98,24000000,57262492,28265375,85527867,6.7,6027631,0
1574,Going in Style,Comedy,2017-04-07,PG-13,Warner Bros,98,24000000,45018541,33654562,78673103,,4738794,0
1575,Point Break,Action,1991-07-12,R,20th Century Fox,114,24000000,43218387,40313571,83531958,5.3,4549304,0
1576,The Fisher King,Drama,1991-09-20,R,Sony Pictures,137,24000000,41798224,0,41798224,7.6,4399813,0
1577,Zack and Miri Make a Porno,Comedy,2008-10-31,R,Weinstein Co.,101,24000000,31457946,5398360,36856306,6.6,3311363,0
1578,Double Take,Action,2001-01-12,PG-13,Walt Disney,88,24000000,29823162,0,29823162,5.3,3139280,0
1579,"Girl, Interrupted",Drama,1999-12-21,R,Sony Pictures,127,24000000,28871190,0,28871190,7.3,3039073,0
1580,Piranha 3D,Horror,2010-08-20,R,Weinstein/Dimension,88,24000000,25003155,58657005,83660160,5.5,2631911,0
1581,Faster,Action,2010-11-24,R,CBS Films,98,24000000,23240020,12552925,35792945,6.5,2446318,0
1582,Muppets From Space,Adventure,1999-07-14,G,Sony Pictures,87,24000000,16304786,0,16304786,6.2,1716293,0
1583,Ready to Rumble,Comedy,2000-04-07,PG-13,Warner Bros,107,24000000,12372410,0,12372410,5.3,1302359,0
1584,I Don't Know How She Does It,Comedy,2011-09-16,PG-13,Weinstein Co.,89,24000000,9659074,14815389,24474463,4.9,1016745,0
1585,Play it to the Bone,Comedy,1999-12-24,R,Walt Disney,124,24000000,8427204,0,8427204,5.4,887074,0
1586,Beyond the Sea,Drama,2004-12-17,PG-13,Lionsgate,118,24000000,6144806,2148108,8292914,6.7,646822,0
1587,Hauru no ugoku shiro,Adventure,2005-06-10,PG,Walt Disney,97,24000000,4710455,233103872,237814327,,495837,0
1588,Meet the Deedles,Comedy,1998-03-27,PG,Walt Disney,93,24000000,4356126,0,4356126,3.9,458540,0
1589,The Thief and the Cobbler,Adventure,1995-08-25,G,Miramax,97,24000000,669276,0,669276,,70450,0
1590,The Bridge of San Luis Rey,Drama,2005-06-10,PG,Fine Line,120,24000000,49981,1646784,1696765,5.1,5261,0
1591,Zombieland,Comedy,2009-10-02,R,Sony Pictures,88,23600000,75590286,26646310,102236596,7.7,7956872,0
1592,The Waterboy,Comedy,1998-11-06,PG-13,Walt Disney,90,23000000,161491646,28700000,190191646,6.1,16999121,0
1593,Bad Boys,Action,1995-04-07,R,Sony Pictures,119,23000000,65647413,75600000,141247413,6.8,6910254,0
1594,The Wedding Ringer,Comedy,2015-01-16,R,Sony Pictures,98,23000000,64460211,15711385,80171596,,6785285,0
1595,Final Destination,Horror,2000-03-17,R,New Line,98,23000000,53302314,58734556,112036870,6.7,5610770,0
1596,King Kong,Action,1976-12-17,PG,Paramount,201,23000000,52614445,38000000,90614445,7.2,5538363,0
1597,The Ides of March,Drama,2011-10-07,R,Sony Pictures,101,23000000,40962534,36773391,77735925,7.1,4311846,0
1598,Pitch Black,Horror,2000-02-18,R,USA Films,112,23000000,39235088,13947000,53182088,7.1,4130009,0
1599,Her,Drama,2014-01-10,R,Warner Bros,126,23000000,25568251,22690780,48259031,8.0,2691395,0
1600,Kari gurashi no Arietti,Adventure,2012-02-17,G,Walt Disney,97,23000000,19192510,132303587,151496097,,2020264,0
1601,Anywhere But Here,Drama,1999-11-12,PG-13,20th Century Fox,114,23000000,18653615,0,18653615,6.1,1963538,0
1602,Vanity Fair,Drama,2004-09-01,PG-13,Focus Features,141,23000000,16123851,3000000,19123851,6.2,1697247,0
1603,Eddie the Eagle,Drama,2016-02-26,PG-13,20th Century Fox,106,23000000,15789389,29271788,45061177,7.5,1662041,0
1604,Jaws 4: The Revenge,Horror,1987-07-17,PG-13,Universal Pictures,98,23000000,15728335,0,15728335,,1655614,0
1605,The Crew,Comedy,2000-08-25,PG-13,Walt Disney,88,23000000,13019253,0,13019253,5.6,1370448,0
1606,Marvin's Room,Drama,1996-12-20,PG-13,Miramax,98,23000000,12803305,0,12803305,6.7,1347716,0
1607,The Longshots,Drama,2008-08-22,PG,MGM,94,23000000,11511323,267073,11778396,5.1,1211718,0
1608,The End of the Affair,Drama,1999-12-03,R,Sony Pictures,102,23000000,10660147,0,10660147,7.2,1122121,0
1609,In the Valley of Elah,Drama,2007-09-14,R,Warner Bros,121,23000000,6777741,17711409,24489150,7.2,713446,0
1610,Coco avant Chanel,Drama,2009-09-25,PG-13,Sony Pictures Classics,114,23000000,6113834,44700000,50813834,,643561,0
1611,Chéri,Drama,2009-06-26,R,Miramax,100,23000000,2715657,0,2715657,6.2,285859,0
1612,Rogue,Horror,2008-04-25,R,Weinstein Co.,70,23000000,10452,4662925,4673377,6.8,1100,0
1613,Spaceballs,Comedy,1987-06-24,PG,MGM,96,22700000,38119483,0,38119483,7.1,4012577,0
1614,The Water Diviner,Drama,2015-04-24,R,Warner Bros,111,22500000,4200117,26664532,30864649,7.1,442118,0
1615,Ghost,Drama,1990-07-13,PG-13,Paramount,127,22000000,217631306,299968694,517600000,7.0,22908559,0
1616,The Santa Clause,Adventure,1994-11-11,PG,Walt Disney,97,22000000,144833357,44966643,189800000,6.4,15245617,0
1617,The Game Plan,Comedy,2007-09-28,PG,Walt Disney,110,22000000,90648202,55942785,146590987,6.2,9541916,0
1618,The Rookie,Drama,2002-03-29,G,Walt Disney,127,22000000,75600072,4891444,80491516,7.0,7957902,0
1619,The Bridges of Madison County,Drama,1995-06-02,PG-13,Warner Bros,135,22000000,71516617,104000000,175516617,7.5,7528065,0
1620,Son of God,Drama,2014-02-28,PG-13,20th Century Fox,170,22000000,59700064,11249729,70949793,5.6,6284217,0
1621,The Animal,Comedy,2001-06-01,PG-13,Sony Pictures,84,22000000,55762229,0,55762229,4.8,5869708,0
1622,Gandhi,Drama,1982-12-08,PG,Sony Pictures,240,22000000,52767889,75000000,127767889,8.1,5554515,0
1623,Underworld,Action,2003-09-19,R,Sony Pictures,133,22000000,51970690,43737767,95708457,7.0,5470599,0
1624,Diary of a Wimpy Kid: Dog Days,Adventure,2012-08-03,PG,20th Century Fox,94,22000000,49008662,28221033,77229695,6.4,5158807,0
1625,I Am Sam,Drama,2001-12-28,PG-13,New Line,132,22000000,40270895,52271523,92542418,7.6,4239042,0
1626,Derailed,Action,2005-11-11,R,Weinstein Co.,112,22000000,36020063,21500000,57520063,6.6,3791586,0
1627,Delivery Man,Comedy,2013-11-22,PG-13,Walt Disney,105,22000000,30659817,39877053,70536870,6.4,3227349,0
1628,"Hail, Caesar!",Comedy,2016-02-05,PG-13,Universal Pictures,106,22000000,30080225,34091194,64171419,6.4,3166339,0
1629,Jay and Silent Bob Strike Back,Comedy,2001-08-24,R,Miramax/Dimension,104,22000000,30059386,3703014,33762400,6.9,3164146,0
1630,Shadowlands,Drama,1993-12-29,R,Savoy,115,22000000,25842377,0,25842377,7.4,2720250,0
1631,Deuce Bigalow: European Gigolo,Comedy,2005-08-12,R,Sony Pictures,83,22000000,22400154,22873310,45273464,4.6,2357911,0
1632,Diary of a Wimpy Kid: The Long Haul,Adventure,2017-05-19,PG,20th Century Fox,97,22000000,20738724,14870010,35608734,,2183024,0
1633,Mad Money,Comedy,2008-01-18,PG-13,Overture Films,104,22000000,20668843,4375214,25044057,5.8,2175668,0
1634,Homefront,Action,2013-11-27,R,Open Road,100,22000000,20158492,31536870,51695362,6.5,2121947,0
1635,Igor,Adventure,2008-09-19,PG,MGM,97,22000000,19528602,11484747,31013349,,2055642,0
1636,Saving Silverman,Comedy,2001-02-09,R,Sony Pictures,96,22000000,19351569,6521573,25873142,5.9,2037007,0
1637,Summer of Sam,Drama,1999-07-02,R,Walt Disney,142,22000000,19288130,0,19288130,6.6,2030329,0
1638,The Transporter Refueled,Action,2015-09-04,PG-13,EuropaCorp,96,22000000,16029670,53668825,69698495,5.1,1687334,0
1639,Josie and the Pussycats,Comedy,2001-04-11,PG-13,Universal Pictures,98,22000000,14252830,0,14252830,5.3,1500298,0
1640,Hit & Run,Comedy,2012-08-22,R,Open Road,100,22000000,13749300,3467655,17216955,6.1,1447295,0
1641,The Little Vampire,Adventure,2000-10-27,PG,New Line,95,22000000,13555988,0,13555988,5.7,1426946,0
1642,I Heart Huckabees,Comedy,2004-10-01,R,Fox Searchlight,107,22000000,12784713,7250000,20034713,6.7,1345759,0
1643,"Roman J. Israel, Esq.",Drama,2017-11-17,PG-13,Sony Pictures,114,22000000,11962712,1004300,12967012,,1259233,0
